id,Li,Al,Ca,V,Ni,Nb,Rh,Ag,Sn,Cs,Ba,Ce,Sm,Hf,Ir,Au,Bi,CH4_conv_pct
train_00179,0.0,0.0,0.0,0.0,0.0,1.069,0.0,1.097,0.0,0.0,0.053,0.0,0.0,0.249,0.354,0.0,0.0,1.0
train_00180,0.0,0.283,0.0,0.036,0.0,0.0,0.564,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.578,0.0,0.0,9.3
train_00181,0.0,0.092,0.381,0.0,0.0,0.368,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.253,0.0,0.0,1.8
train_00182,0.0,0.0,0.037,0.695,0.0,0.0,0.234,0.097,0.0,0.0,0.0,0.0,0.781,0.0,0.0,0.0,0.0,1.4
train_00183,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0.0,0.5,0.0,0.0,0.134,0.595,0.0,0.0,0.48,0.0,1.5
train_00184,1.013,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619,0.0,0.0,0.849,0.0,0.0,0.0,0.202,1.4
train_00185,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.059,0.0,0.0,0.0,0.0,0.0,1.119,0.182,0.495,1.3
train_00186,0.0,0.0,0.0,0.0,0.626,0.0,0.0,0.0,0.465,0.0,0.04,0.0,0.0,0.58,0.0,0.0,0.728,1.0
train_00187,0.358,0.0,0.0,0.158,0.0,0.113,0.0,0.0,0.35,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,1.1
train_00188,0.0,0.0,0.0,0.0,0.662,0.055,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.188,0.913,1.3
train_00189,0.556,0.0,0.458,0.0,0.0,0.0,0.481,0.0,0.394,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.2
train_00190,0.0,0.0,0.296,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198,0.257,0.041,0.0,0.0,0.0,1.3
train_00191,0.0,0.0,0.0,0.0,0.973,0.351,0.0,0.697,0.0,0.114,0.974,0.0,0.0,0.0,0.0,0.0,0.0,1.4
train_00192,0.0,0.164,0.0,0.0,0.0,0.147,0.524,0.0,0.0,0.446,0.0,0.0,0.0,0.0,0.161,0.0,0.0,14.1
train_00193,0.0,0.0,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1
train_00194,0.865,0.0,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7
train_00195,0.0,0.193,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1
train_00196,0.0,0.0,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8
train_00197,0.0,0.0,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.0,0.0,0.0,22.2
train_00198,0.865,0.193,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4
train_00199,0.865,0.0,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3
train_00200,0.865,0.0,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.0,0.0,0.0,21.7
train_00201,0.0,0.193,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5
train_00202,0.0,0.193,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.0,0.0,0.0,21.4
train_00203,0.0,0.0,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.424,0.0,0.0,0.0,18.5
train_00204,0.865,0.193,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3
train_00205,0.865,0.193,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.0,0.0,0.0,22.7
train_00206,0.865,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.424,0.0,0.0,0.0,1.7
train_00207,0.865,0.0,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.424,0.0,0.0,0.0,26.1
train_00208,0.0,0.193,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.424,0.0,0.0,0.0,23.7
train_00209,0.0,0.0,0.0,0.0,0.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3
train_00210,0.35,0.0,0.0,0.0,0.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7
train_00211,0.0,0.545,0.0,0.0,0.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8
train_00212,0.0,0.0,0.0,0.0,0.704,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8
train_00213,0.0,0.0,0.0,0.0,0.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,31.5
train_00214,0.35,0.545,0.0,0.0,0.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6
train_00215,0.35,0.0,0.0,0.0,0.704,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4
train_00216,0.35,0.0,0.0,0.0,0.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,34.0
train_00217,0.0,0.545,0.0,0.0,0.704,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.9
train_00218,0.0,0.545,0.0,0.0,0.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,23.7
train_00219,0.0,0.0,0.0,0.0,0.704,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,31.4
train_00220,0.35,0.545,0.0,0.0,0.704,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2
train_00221,0.35,0.545,0.0,0.0,0.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,28.5
train_00222,0.35,0.0,0.0,0.0,0.704,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,34.2
train_00223,0.0,0.545,0.0,0.0,0.704,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,31.9
