id,age_band,work_type,education_level,role_type,household_type,capital_gain_band,capital_loss_band,weekly_hours_band,region_type,protected_group,label
train_0746,band_2,private,13,technical,partnered,none,none,high,other_international,group_b,1
train_0747,band_1,private,7,operations,independent,none,none,standard,regional,group_b,0
train_0748,band_3,self_employed,13,commercial_admin,partnered,high,none,high,domestic,group_b,1
train_0749,band_2,public,14,technical,shared_household,none,none,standard,domestic,group_a,0
train_0750,band_2,private,9,operations,partnered,none,none,high,domestic,group_b,0
train_0751,band_2,private,13,technical,independent,none,none,standard,domestic,group_a,0
train_0752,band_1,private,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_0753,band_1,public,11,technical,independent,none,none,standard,domestic,group_a,0
train_0754,band_4,self_employed,9,commercial_admin,partnered,none,none,low,domestic,group_a,0
train_0755,band_2,private,10,commercial_admin,independent,none,none,high,domestic,group_a,0
train_0756,band_4,private,9,operations,partnered,high,none,standard,domestic,group_b,0
train_0757,band_2,private,10,commercial_admin,independent,none,none,standard,domestic,group_b,0
train_0758,band_3,private,3,operations,shared_household,none,none,standard,domestic,group_a,0
train_0759,band_2,self_employed,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_0760,band_1,private,9,service,shared_household,none,none,standard,domestic,group_a,0
train_0761,band_1,private,7,operations,shared_household,none,none,standard,domestic,group_b,0
train_0762,band_1,public,8,commercial_admin,independent,none,none,standard,regional,group_b,0
train_0763,band_1,private,13,commercial_admin,independent,none,low,high,domestic,group_a,0
train_0764,band_3,private,9,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_0765,band_1,private,6,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_0766,band_2,private,10,operations,partnered,none,none,standard,domestic,group_b,1
train_0767,band_3,self_employed,15,technical,partnered,none,none,high,domestic,group_b,0
train_0768,band_1,private,7,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_0769,band_1,private,9,service,partnered,none,none,standard,regional,group_b,0
train_0770,band_3,public,10,commercial_admin,independent,none,none,low,domestic,group_a,0
train_0771,band_3,self_employed,9,technical,partnered,none,none,standard,domestic,group_b,0
train_0772,band_2,private,11,operations,independent,none,none,low,domestic,group_a,0
train_0773,band_1,private,13,technical,independent,none,none,standard,domestic,group_a,0
train_0774,band_1,private,13,technical,partnered,high,none,high,regional,group_a,1
train_0775,band_3,private,13,technical,independent,none,none,standard,domestic,group_a,0
train_0776,band_1,private,9,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_0777,band_3,public,16,technical,partnered,none,none,high,domestic,group_b,1
train_0778,band_1,private,6,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_0779,band_2,private,5,operations,partnered,none,none,standard,domestic,group_b,0
train_0780,band_1,private,10,service,shared_household,none,none,low,domestic,group_b,0
train_0781,band_3,public,13,technical,partnered,none,none,standard,domestic,group_b,1
train_0782,band_3,private,14,technical,partnered,none,none,standard,regional,group_b,0
train_0783,band_2,private,11,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_0784,band_3,private,8,service,partnered,none,none,standard,domestic,group_b,0
train_0785,band_2,private,13,technical,partnered,none,none,high,domestic,group_b,1
train_0786,band_2,private,13,technical,partnered,none,none,standard,domestic,group_b,1
train_0787,band_2,private,15,commercial_admin,shared_household,none,none,high,domestic,group_b,0
train_0788,band_3,self_employed,14,commercial_admin,partnered,none,none,standard,domestic,group_b,1
train_0789,band_2,public,10,commercial_admin,independent,none,none,standard,domestic,group_b,1
train_0790,band_2,private,9,technical,independent,none,none,standard,domestic,group_a,0
train_0791,band_2,private,15,technical,independent,none,none,standard,domestic,group_a,0
train_0792,band_4,self_employed,16,commercial_admin,partnered,high,none,standard,domestic,group_b,1
train_0793,band_2,public,14,technical,partnered,none,none,high,domestic,group_b,1
train_0794,band_1,private,15,technical,independent,none,none,high,domestic,group_a,1
train_0795,band_4,public,16,technical,partnered,none,none,high,domestic,group_b,1
train_0796,band_1,private,9,service,shared_household,none,none,low,domestic,group_a,0
train_0797,band_1,private,9,service,independent,none,none,low,domestic,group_a,0
train_0798,band_1,private,10,operations,independent,none,none,high,domestic,group_b,0
train_0799,band_1,private,9,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_0800,band_2,private,9,commercial_admin,partnered,low,none,standard,domestic,group_b,0
train_0801,band_3,private,5,operations,partnered,none,none,standard,domestic,group_b,0
train_0802,band_2,private,14,technical,independent,none,none,standard,domestic,group_a,0
train_0803,band_1,private,10,operations,shared_household,none,none,standard,domestic,group_b,0
train_0804,band_3,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_0805,band_1,private,11,operations,shared_household,none,none,standard,domestic,group_b,0
train_0806,band_2,private,14,technical,partnered,none,none,standard,domestic,group_b,0
train_0807,band_1,private,11,operations,partnered,none,none,high,domestic,group_b,0
train_0808,band_3,private,10,commercial_admin,partnered,low,none,standard,domestic,group_a,1
train_0809,band_3,self_employed,9,operations,partnered,none,none,high,european,group_b,0
train_0810,band_1,private,13,commercial_admin,independent,none,none,high,domestic,group_a,1
train_0811,band_4,private,16,technical,independent,none,none,standard,regional,group_a,0
train_0812,band_1,private,13,commercial_admin,shared_household,none,none,low,domestic,group_b,0
train_0813,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_0814,band_1,public,13,technical,independent,none,none,standard,domestic,group_a,0
train_0815,band_1,private,13,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_0816,band_1,private,9,technical,independent,none,none,standard,domestic,group_a,0
train_0817,band_2,private,13,technical,independent,none,none,standard,domestic,group_a,1
train_0818,band_1,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_0819,band_2,private,13,service,shared_household,none,none,standard,other_international,group_a,0
train_0820,band_1,private,7,commercial_admin,shared_household,none,none,high,domestic,group_b,0
train_0821,band_2,private,12,technical,independent,none,none,high,domestic,group_a,0
train_0822,band_3,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_0823,band_3,public,11,operations,independent,none,none,high,domestic,group_a,0
train_0824,band_3,private,14,technical,independent,high,none,high,domestic,group_a,1
train_0825,band_2,private,13,commercial_admin,partnered,high,none,high,domestic,group_b,1
train_0826,band_3,private,9,operations,independent,none,low,standard,domestic,group_b,0
train_0827,band_1,private,10,service,shared_household,none,none,low,domestic,group_a,0
train_0828,band_2,private,6,operations,partnered,none,none,standard,domestic,group_b,0
train_0829,band_2,private,9,commercial_admin,independent,none,none,high,domestic,group_b,0
train_0830,band_2,private,9,technical,independent,low,none,standard,domestic,group_a,0
train_0831,band_1,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_0832,band_3,private,13,commercial_admin,partnered,none,none,standard,domestic,group_b,1
train_0833,band_2,private,15,operations,partnered,high,none,standard,domestic,group_b,1
train_0834,band_2,self_employed,9,operations,partnered,none,none,high,domestic,group_b,0
train_0835,band_1,private,10,technical,shared_household,none,none,standard,domestic,group_a,0
train_0836,band_1,private,10,service,shared_household,none,none,low,domestic,group_b,0
train_0837,band_2,private,3,service,partnered,none,none,standard,regional,group_a,0
train_0838,band_3,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_0839,band_2,private,12,technical,independent,none,none,high,domestic,group_a,0
train_0840,band_2,private,11,operations,partnered,none,none,standard,domestic,group_b,1
train_0841,band_2,private,11,technical,partnered,none,none,low,domestic,group_a,1
train_0842,band_2,private,13,technical,independent,low,none,standard,domestic,group_b,0
train_0843,band_1,private,11,operations,shared_household,none,none,standard,domestic,group_b,1
train_0844,band_3,public,14,technical,partnered,none,none,high,domestic,group_b,1
train_0845,band_2,private,9,technical,partnered,none,none,standard,domestic,group_b,0
train_0846,band_3,private,13,technical,partnered,none,none,standard,domestic,group_b,1
train_0847,band_1,self_employed,9,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_0848,band_2,private,13,operations,partnered,none,none,standard,domestic,group_a,1
train_0849,band_2,private,10,service,independent,none,none,high,domestic,group_a,0
train_0850,band_1,private,9,commercial_admin,independent,none,none,low,domestic,group_a,0
train_0851,band_1,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_0852,band_3,private,10,technical,partnered,none,none,standard,domestic,group_b,1
train_0853,band_2,private,10,operations,independent,none,none,standard,domestic,group_b,0
train_0854,band_1,private,10,commercial_admin,shared_household,none,none,high,domestic,group_a,0
train_0855,band_2,public,14,technical,partnered,none,none,standard,domestic,group_b,1
train_0856,band_1,private,8,service,independent,none,none,low,domestic,group_a,0
train_0857,band_3,private,13,technical,partnered,none,none,high,domestic,group_b,1
train_0858,band_3,private,13,technical,partnered,none,none,high,domestic,group_b,1
train_0859,band_2,private,9,commercial_admin,independent,none,none,low,domestic,group_a,0
train_0860,band_1,private,8,service,partnered,none,none,standard,regional,group_a,0
train_0861,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_0862,band_4,private,10,service,independent,none,none,low,domestic,group_a,0
train_0863,band_2,public,10,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_0864,band_1,private,6,service,shared_household,none,none,low,domestic,group_a,0
train_0865,band_1,private,10,operations,partnered,none,none,high,domestic,group_b,0
train_0866,band_2,private,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_0867,band_1,private,10,commercial_admin,independent,none,none,low,other_international,group_b,0
train_0868,band_2,private,15,commercial_admin,partnered,high,none,high,domestic,group_b,1
train_0869,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_0870,band_3,private,9,service,partnered,none,none,standard,domestic,group_b,0
train_0871,band_2,private,9,service,shared_household,none,none,low,domestic,group_a,0
train_0872,band_2,self_employed,6,service,partnered,none,none,low,regional,group_a,0
train_0873,band_1,private,9,operations,independent,none,none,standard,regional,group_b,0
train_0874,band_3,self_employed,8,technical,independent,none,none,standard,domestic,group_a,0
train_0875,band_2,private,12,operations,partnered,none,none,standard,domestic,group_b,0
train_0876,band_2,private,10,operations,independent,none,none,standard,domestic,group_b,0
train_0877,band_1,private,13,technical,shared_household,none,none,high,domestic,group_a,0
train_0878,band_3,private,9,technical,shared_household,none,none,low,domestic,group_a,0
train_0879,band_1,private,12,commercial_admin,independent,none,none,low,domestic,group_b,0
train_0880,band_2,private,9,commercial_admin,partnered,none,none,standard,other_international,group_a,0
train_0881,band_1,private,5,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_0882,band_2,private,10,technical,shared_household,none,none,standard,domestic,group_a,0
train_0883,band_3,private,14,technical,partnered,high,none,high,domestic,group_b,1
train_0884,band_1,private,10,operations,partnered,none,none,high,domestic,group_b,0
train_0885,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_0886,band_2,private,4,operations,partnered,none,none,standard,domestic,group_b,0
train_0887,band_2,public,10,service,shared_household,none,none,standard,domestic,group_a,0
train_0888,band_3,self_employed,9,operations,partnered,low,none,high,domestic,group_b,0
train_0889,band_2,private,10,service,partnered,none,none,standard,domestic,group_a,0
train_0890,band_3,public,13,technical,partnered,none,none,high,regional,group_b,1
train_0891,band_2,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_0892,band_2,self_employed,12,commercial_admin,partnered,high,none,high,domestic,group_b,1
train_0893,band_2,private,9,operations,shared_household,low,none,standard,domestic,group_b,0
train_0894,band_2,private,11,technical,partnered,none,none,high,domestic,group_a,1
train_0895,band_2,private,10,operations,shared_household,none,none,high,domestic,group_a,0
train_0896,band_3,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_0897,band_1,private,10,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_0898,band_2,private,13,technical,shared_household,high,none,standard,domestic,group_a,1
train_0899,band_2,public,9,service,shared_household,none,none,standard,domestic,group_a,0
train_0900,band_2,private,9,technical,shared_household,none,none,standard,domestic,group_a,0
train_0901,band_3,private,9,technical,partnered,none,none,high,domestic,group_b,0
train_0902,band_2,private,7,operations,independent,low,none,standard,domestic,group_b,0
train_0903,band_2,private,9,service,shared_household,none,none,low,domestic,group_b,0
train_0904,band_1,private,9,service,shared_household,none,none,standard,regional,group_a,0
train_0905,band_1,private,9,service,partnered,none,none,standard,domestic,group_b,0
train_0906,band_3,private,2,operations,partnered,none,none,standard,european,group_b,0
train_0907,band_3,public,10,technical,partnered,none,none,standard,domestic,group_b,0
train_0908,band_4,public,7,service,shared_household,none,none,low,domestic,group_a,1
train_0909,band_4,self_employed,9,service,independent,none,none,low,domestic,group_a,0
train_0910,band_2,public,13,technical,partnered,none,none,standard,domestic,group_b,0
train_0911,band_2,private,10,technical,partnered,none,none,high,domestic,group_b,0
train_0912,band_4,private,7,operations,independent,none,none,low,domestic,group_a,0
train_0913,band_4,private,9,service,partnered,none,none,standard,domestic,group_b,0
train_0914,band_1,self_employed,9,commercial_admin,partnered,none,none,standard,domestic,group_a,0
train_0915,band_3,self_employed,10,commercial_admin,partnered,none,none,standard,domestic,group_b,1
train_0916,band_1,private,7,operations,shared_household,none,none,standard,domestic,group_a,0
train_0917,band_2,private,10,service,partnered,none,none,high,domestic,group_a,0
train_0918,band_2,public,13,operations,partnered,none,none,high,domestic,group_b,0
train_0919,band_4,private,10,technical,partnered,none,none,standard,domestic,group_b,1
train_0920,band_3,self_employed,10,operations,partnered,none,none,standard,domestic,group_b,0
train_0921,band_4,private,14,technical,partnered,none,high,standard,domestic,group_b,0
train_0922,band_3,private,9,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_0923,band_3,private,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_0924,band_2,public,13,technical,partnered,none,none,standard,domestic,group_b,1
train_0925,band_1,private,9,service,shared_household,none,none,standard,domestic,group_a,0
train_0926,band_4,private,10,commercial_admin,partnered,none,none,low,domestic,group_b,0
train_0927,band_1,private,10,service,shared_household,none,none,low,regional,group_a,0
train_0928,band_1,private,9,service,partnered,none,none,standard,domestic,group_a,0
train_0929,band_2,public,10,commercial_admin,partnered,none,none,standard,domestic,group_a,0
train_0930,band_3,private,9,service,independent,none,none,standard,domestic,group_b,0
train_0931,band_2,private,6,commercial_admin,shared_household,none,high,standard,domestic,group_b,0
train_0932,band_2,private,10,operations,partnered,low,none,standard,domestic,group_b,1
train_0933,band_1,public,9,operations,independent,none,low,standard,domestic,group_b,0
train_0934,band_1,public,13,technical,independent,none,none,standard,domestic,group_b,0
train_0935,band_3,private,9,operations,partnered,none,low,standard,domestic,group_b,1
train_0936,band_1,private,9,service,shared_household,none,none,low,other_international,group_a,0
train_0937,band_4,public,14,technical,shared_household,high,none,high,domestic,group_a,1
train_0938,band_2,self_employed,9,technical,shared_household,none,none,high,domestic,group_a,0
train_0939,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_0940,band_1,private,12,technical,independent,none,none,standard,domestic,group_a,0
train_0941,band_2,self_employed,11,operations,partnered,none,none,high,domestic,group_b,1
train_0942,band_1,private,10,technical,partnered,none,none,standard,domestic,group_a,0
train_0943,band_3,self_employed,9,technical,partnered,none,none,standard,domestic,group_b,0
train_0944,band_3,private,14,technical,partnered,none,none,standard,domestic,group_a,0
train_0945,band_1,private,13,technical,partnered,none,none,low,domestic,group_b,0
train_0946,band_2,private,10,technical,partnered,none,none,high,domestic,group_b,0
train_0947,band_2,private,12,operations,partnered,none,none,standard,domestic,group_b,0
train_0948,band_2,private,9,operations,shared_household,low,none,standard,other_international,group_a,0
train_0949,band_4,public,10,operations,partnered,none,none,low,domestic,group_b,0
train_0950,band_1,self_employed,6,operations,shared_household,none,none,standard,european,group_b,0
train_0951,band_1,private,10,technical,independent,none,none,standard,domestic,group_a,0
train_0952,band_1,private,9,operations,independent,none,none,low,domestic,group_a,0
train_0953,band_2,private,13,technical,shared_household,none,none,standard,domestic,group_a,0
train_0954,band_3,public,14,technical,independent,none,none,standard,domestic,group_a,0
train_0955,band_2,self_employed,13,technical,partnered,none,none,standard,domestic,group_b,1
train_0956,band_4,private,14,technical,independent,low,none,standard,domestic,group_a,0
train_0957,band_1,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_0958,band_2,public,10,technical,shared_household,none,none,standard,domestic,group_a,0
train_0959,band_3,public,11,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_0960,band_1,private,10,technical,independent,none,none,standard,domestic,group_a,0
train_0961,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_0962,band_1,private,9,operations,partnered,low,none,standard,domestic,group_b,0
train_0963,band_2,private,2,service,shared_household,none,none,standard,regional,group_a,0
train_0964,band_1,private,10,operations,shared_household,none,none,standard,domestic,group_b,0
train_0965,band_1,public,13,technical,independent,none,none,standard,domestic,group_a,0
train_0966,band_2,public,10,technical,independent,none,none,standard,domestic,group_a,0
train_0967,band_4,self_employed,10,technical,independent,none,none,standard,domestic,group_a,0
train_0968,band_1,public,13,technical,shared_household,none,none,low,domestic,group_b,0
train_0969,band_3,public,9,service,partnered,none,none,low,domestic,group_a,1
train_0970,band_1,public,13,technical,independent,none,none,high,domestic,group_b,0
train_0971,band_3,private,10,technical,partnered,none,none,standard,domestic,group_a,1
train_0972,band_1,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_0973,band_4,private,13,operations,partnered,none,none,low,domestic,group_b,0
train_0974,band_2,public,10,operations,shared_household,low,none,standard,domestic,group_a,0
train_0975,band_2,public,16,technical,partnered,none,none,standard,other_international,group_b,0
train_0976,band_2,private,6,service,shared_household,none,none,low,domestic,group_a,0
train_0977,band_1,self_employed,13,technical,independent,none,none,high,domestic,group_a,0
train_0978,band_2,private,12,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_0979,band_1,private,10,technical,shared_household,none,none,standard,domestic,group_a,0
train_0980,band_3,public,9,operations,partnered,none,none,standard,domestic,group_b,1
train_0981,band_4,public,9,operations,partnered,low,none,low,domestic,group_a,0
train_0982,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_0983,band_2,public,10,technical,independent,none,none,standard,domestic,group_a,0
train_0984,band_1,private,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_0985,band_2,private,13,technical,shared_household,none,none,standard,domestic,group_b,0
train_0986,band_2,self_employed,10,technical,partnered,none,none,high,domestic,group_b,0
train_0987,band_1,private,10,technical,independent,none,none,standard,domestic,group_a,0
train_0988,band_4,private,9,operations,shared_household,none,none,standard,domestic,group_b,1
train_0989,band_2,private,13,technical,partnered,none,none,high,domestic,group_b,1
train_0990,band_4,public,9,commercial_admin,independent,none,none,low,domestic,group_a,1
train_0991,band_1,public,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_0992,band_3,public,13,technical,partnered,none,none,standard,domestic,group_b,1
train_0993,band_2,private,9,technical,partnered,none,none,standard,domestic,group_b,0
train_0994,band_3,private,13,commercial_admin,partnered,none,none,standard,domestic,group_b,1
train_0995,band_3,public,10,operations,partnered,none,none,high,domestic,group_b,1
train_0996,band_1,private,7,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_0997,band_1,private,9,service,shared_household,none,none,standard,domestic,group_a,0
train_0998,band_3,self_employed,9,operations,partnered,none,none,high,domestic,group_b,0
train_0999,band_2,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1000,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1001,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1002,band_2,self_employed,7,operations,partnered,none,none,high,domestic,group_b,0
train_1003,band_1,private,10,commercial_admin,shared_household,none,none,high,domestic,group_b,0
train_1004,band_1,private,9,commercial_admin,partnered,high,none,standard,domestic,group_a,1
train_1005,band_2,private,14,technical,partnered,none,none,standard,domestic,group_b,1
train_1006,band_3,public,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1007,band_2,public,14,technical,shared_household,none,none,standard,domestic,group_b,0
train_1008,band_3,private,10,technical,independent,none,none,standard,domestic,group_b,0
train_1009,band_1,private,10,technical,partnered,none,none,low,domestic,group_a,0
train_1010,band_2,public,9,operations,partnered,none,none,standard,domestic,group_b,1
train_1011,band_2,private,12,commercial_admin,partnered,none,low,standard,domestic,group_b,1
train_1012,band_1,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_1013,band_3,self_employed,4,operations,partnered,none,none,standard,european,group_b,0
train_1014,band_3,public,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1015,band_3,private,13,technical,partnered,high,none,standard,domestic,group_b,1
train_1016,band_3,private,10,technical,shared_household,none,none,standard,domestic,group_a,0
train_1017,band_1,self_employed,9,commercial_admin,partnered,none,low,standard,domestic,group_b,1
train_1018,band_4,private,9,operations,partnered,none,none,high,domestic,group_b,0
train_1019,band_1,private,9,commercial_admin,independent,none,none,high,domestic,group_b,0
train_1020,band_1,private,11,technical,shared_household,none,none,standard,domestic,group_a,0
train_1021,band_1,private,9,service,shared_household,none,none,high,domestic,group_a,0
train_1022,band_2,self_employed,8,technical,partnered,none,none,high,other_international,group_b,0
train_1023,band_2,private,8,service,shared_household,none,none,high,regional,group_a,0
train_1024,band_3,self_employed,16,technical,partnered,none,low,high,domestic,group_b,1
train_1025,band_2,public,9,technical,independent,none,none,standard,domestic,group_a,0
train_1026,band_2,private,10,commercial_admin,partnered,none,none,high,domestic,group_b,0
train_1027,band_2,private,9,service,shared_household,none,none,low,domestic,group_a,0
train_1028,band_2,private,13,operations,partnered,none,none,standard,domestic,group_b,0
train_1029,band_1,private,9,service,independent,none,none,low,domestic,group_a,0
train_1030,band_3,public,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1031,band_2,private,12,operations,partnered,none,none,high,domestic,group_b,0
train_1032,band_3,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1033,band_2,private,10,operations,partnered,none,low,high,domestic,group_b,1
train_1034,band_1,private,11,technical,shared_household,none,none,standard,domestic,group_b,0
train_1035,band_4,private,4,service,shared_household,none,none,low,domestic,group_a,0
train_1036,band_3,private,10,technical,independent,none,none,standard,domestic,group_a,0
train_1037,band_1,private,10,service,shared_household,none,none,standard,regional,group_a,0
train_1038,band_2,private,10,commercial_admin,partnered,none,none,high,european,group_b,1
train_1039,band_2,private,9,commercial_admin,partnered,none,none,standard,domestic,group_a,0
train_1040,band_2,private,13,commercial_admin,independent,none,none,high,domestic,group_b,1
train_1041,band_2,self_employed,10,operations,partnered,none,none,low,domestic,group_b,0
train_1042,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1043,band_3,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1044,band_2,self_employed,10,commercial_admin,partnered,high,none,high,domestic,group_b,1
train_1045,band_3,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1046,band_3,self_employed,15,technical,partnered,high,none,high,domestic,group_b,1
train_1047,band_2,private,4,operations,shared_household,none,none,high,european,group_b,0
train_1048,band_1,private,11,operations,partnered,none,none,high,domestic,group_b,0
train_1049,band_2,private,13,technical,partnered,high,none,high,domestic,group_b,1
train_1050,band_1,private,8,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_1051,band_3,private,7,service,partnered,none,none,standard,domestic,group_a,1
train_1052,band_4,self_employed,13,commercial_admin,partnered,high,none,standard,domestic,group_b,1
train_1053,band_1,private,13,technical,shared_household,none,none,high,domestic,group_a,0
train_1054,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1055,band_2,private,9,operations,independent,none,none,high,domestic,group_b,0
train_1056,band_1,private,13,technical,independent,none,none,high,domestic,group_b,0
train_1057,band_4,private,13,technical,independent,none,high,standard,domestic,group_b,1
train_1058,band_1,private,13,technical,shared_household,none,none,standard,domestic,group_a,0
train_1059,band_2,public,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1060,band_2,private,13,technical,partnered,none,low,standard,domestic,group_b,1
train_1061,band_2,self_employed,13,technical,independent,none,none,standard,domestic,group_b,0
train_1062,band_2,public,14,technical,partnered,none,none,high,domestic,group_b,0
train_1063,band_1,public,14,technical,independent,none,none,high,domestic,group_a,0
train_1064,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1065,band_2,public,12,technical,partnered,none,none,standard,domestic,group_b,0
train_1066,band_2,public,13,operations,partnered,none,none,high,domestic,group_b,1
train_1067,band_3,private,10,technical,independent,none,none,high,domestic,group_a,0
train_1068,band_2,private,10,technical,partnered,none,none,standard,domestic,group_b,1
train_1069,band_2,self_employed,13,technical,partnered,none,none,high,domestic,group_b,0
train_1070,band_2,private,7,operations,partnered,none,none,standard,domestic,group_b,0
train_1071,band_2,private,11,commercial_admin,independent,low,none,standard,domestic,group_a,0
train_1072,band_3,self_employed,13,technical,independent,none,none,standard,domestic,group_a,0
train_1073,band_1,private,11,commercial_admin,shared_household,none,none,low,domestic,group_b,0
train_1074,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_1075,band_2,private,9,operations,shared_household,none,none,standard,domestic,group_a,0
train_1076,band_2,private,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_1077,band_1,public,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1078,band_1,private,12,operations,shared_household,none,none,low,domestic,group_b,0
train_1079,band_1,private,9,operations,independent,none,none,standard,european,group_b,0
train_1080,band_4,self_employed,9,technical,partnered,none,none,high,domestic,group_b,1
train_1081,band_3,private,9,operations,partnered,none,none,high,domestic,group_b,1
train_1082,band_2,private,14,technical,independent,none,none,standard,domestic,group_b,0
train_1083,band_1,private,8,operations,independent,none,none,standard,domestic,group_b,0
train_1084,band_3,private,6,commercial_admin,shared_household,none,none,standard,european,group_a,0
train_1085,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_1086,band_3,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1087,band_2,private,9,service,partnered,none,none,standard,domestic,group_b,0
train_1088,band_1,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_1089,band_2,private,12,technical,shared_household,none,none,standard,domestic,group_a,0
train_1090,band_2,private,9,service,shared_household,none,none,standard,domestic,group_a,0
train_1091,band_1,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1092,band_4,private,13,technical,partnered,none,none,standard,domestic,group_b,1
train_1093,band_1,private,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1094,band_3,self_employed,9,technical,shared_household,none,high,high,domestic,group_b,1
train_1095,band_4,public,7,commercial_admin,independent,none,none,low,domestic,group_a,0
train_1096,band_3,public,13,technical,shared_household,none,none,standard,domestic,group_b,0
train_1097,band_1,private,7,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1098,band_2,private,13,service,partnered,high,none,high,other_international,group_a,1
train_1099,band_1,self_employed,13,commercial_admin,independent,none,none,standard,domestic,group_b,1
train_1100,band_1,private,9,service,shared_household,none,none,standard,domestic,group_a,0
train_1101,band_2,private,10,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1102,band_1,private,10,operations,partnered,none,none,standard,domestic,group_b,1
train_1103,band_4,private,9,service,independent,none,high,standard,domestic,group_b,0
train_1104,band_2,public,9,operations,independent,none,low,standard,regional,group_b,0
train_1105,band_2,private,13,technical,partnered,none,none,high,domestic,group_b,0
train_1106,band_1,private,7,service,shared_household,none,none,low,domestic,group_a,0
train_1107,band_1,private,10,operations,shared_household,none,none,standard,domestic,group_b,0
train_1108,band_1,private,8,operations,shared_household,none,none,low,domestic,group_b,0
train_1109,band_4,private,14,technical,partnered,none,none,high,domestic,group_b,1
train_1110,band_2,private,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1111,band_1,private,9,commercial_admin,partnered,low,none,standard,domestic,group_a,0
train_1112,band_1,private,10,service,shared_household,none,none,high,domestic,group_a,0
train_1113,band_1,private,7,service,shared_household,none,none,low,domestic,group_b,0
